P, C	0.0078125	0.011160714285714288	0.015625	0.01785714285714286	0.02455357142857143	0.03125	0.037946428571428575	0.044642857142857144	0.05133928571428571	0.0625	0.125	0.25	0.5	1.0
0.001953125	0.8792944636816503		0.8903521642612394			0.8881545939439823				0.872294917964248	0.8472734431139266	0.8218831046280166	0.7884011416760838	0.7653044678138408
0.00390625	0.8789025783341556		0.8892158184391765			0.8860541466743065				0.8741532049944052	0.8506315380134354	0.8180696841317754	0.7897311710924473	0.7621884555621943
0.0078125	0.8772305994025984		0.8882068044239133			0.8829090370794175				0.8759806171846389	0.8481474567194288	0.8261926568577939	0.7892404559434935	0.7625429468414584
0.015625	0.8761354647700039		0.8883811942802126			0.887246152416433				0.8736738856902582	0.8567136211643653	0.8220398965731559	0.7979724012413243	0.7690844862948756
0.022321428571428575		0.8869218250845855		0.8893637620827863	0.8915080232409303		0.8858290896382468	0.8807360182105834	0.8811850416896937					
0.03125	0.8754891226306285		0.8888471596623544			0.89047862267047				0.8731111930116195	0.8498457902178504	0.8308087017820944	0.7948634861501311	0.7682745638711594
0.03571428571428572		0.886951436295899		0.8920817712478046	0.8879465508602674		0.8859029916675907	0.8851031981432926	0.8818161123367831					
0.04910714285714286		0.8869688427192616		0.8927571888731359	0.8911529816399129		0.8879719998133258	0.8897729797960461	0.8816020925378797					
0.0625	0.8776924377256589		0.8916452410746385			0.8942162884410227				0.8832263736805653	0.8607696756167381	0.8300397069913739	0.8189918576473258	0.7823391101087054
0.07589285714285715		0.8842848258052262		0.8931009014412199	0.8940445321086974		0.8912573893219536	0.8829836590519836	0.8817381882633777					
0.08928571428571429		0.8857456690013822		0.890471781935532	0.8922183080262803		0.8888040454626718	0.8843344163402717	0.881700735028701					
0.10267857142857142		0.883575878213955		0.890500773201389	0.8924297492958906		0.8914097908867117	0.8882657511061693	0.8809148206979881					
0.125	0.8740345605225497		0.889346102337832			0.8886537908965901				0.8818977242731009	0.8632827080665779	0.8473889209529455	0.8167845875473074	0.7907310434377427
0.25	0.8577334975586153		0.8786048576543095			0.8840421960626302				0.8777582246445185	0.8719757834567899	0.8703489615284123	0.8674189017895964	0.8667605269176181
